_id,account_id,approximate_localization.lat,approximate_localization.lon,censored_text,cluster,content,content_not_full,content_translated,date,is_real,localization_missing,not_in_poland,photos_urls,rating,response_content,type_of_object
63f2be25ec2561ca0a25eb57,63e546a08f7e73edc5913876,53,15.2,false,Transport,Ok,false,false,2022-02-09T20:17:15.935Z,true,false,false,[],5,null,Stacja paliw
63f2be28ec2561ca0a25eb59,63e546a08f7e73edc5913876,53.2,15.8,false,Shops,Ok,false,false,2022-02-09T20:17:16.141Z,true,false,false,[],5,null,Dyskont spożywczy
63f2be2bec2561ca0a25eb5b,63e546a08f7e73edc5913876,53.6,15.6,false,Shops,Ok,false,false,2022-02-09T20:17:16.329Z,true,false,false,[],5,null,Dyskont spożywczy
63f2be2eec2561ca0a25eb5d,63e546a08f7e73edc5913876,53.3,15.9,false,Other services,"(Przetłumaczone przez Google) 9 tys

(Wersja oryginalna)
9k",false,true,2022-02-09T20:17:16.525Z,true,false,false,[],4,null,Przesyłki kurierskie
63f2be31ec2561ca0a25eb5f,63e546a08f7e73edc5913876,54.2,16.2,false,Shops,,false,false,2022-02-09T20:17:16.735Z,true,false,false,[],4,null,Sklep spożywczy
63f2be34ec2561ca0a25eb61,63e546a08f7e73edc5913876,53.5,15.8,false,Lodging,,false,false,2022-02-09T20:17:16.959Z,true,false,false,[],4,null,Hotel
63f2be36ec2561ca0a25eb63,63e546a08f7e73edc5913876,53.6,15.8,false,Transport,,false,false,2022-02-09T20:17:17.152Z,true,false,false,[],4,null,Stacja paliw
63f2be39ec2561ca0a25eb65,63e546a08f7e73edc5913876,53.5,15.8,false,Lodging,,false,false,2022-02-09T20:17:17.345Z,true,false,false,[],4,null,Hotel
63f2be3cec2561ca0a25eb67,63e546a08f7e73edc5913876,53.5,15.8,false,Other services,Ok,false,false,2022-02-09T20:17:17.558Z,true,false,false,[],5,null,Siedziba firmy
63f2be3fec2561ca0a25eb69,63e546a08f7e73edc5913876,53.5,15.8,false,Automotive,Ok,false,false,2022-02-09T20:17:17.771Z,true,false,false,[],4,null,Stacja kontroli pojazdów
63f2be42ec2561ca0a25eb6b,63e546a08f7e73edc5913876,53.3,15.9,false,Constructions,Ok,false,false,2022-02-09T20:17:17.987Z,true,false,false,[],4,null,Skład materiałów budowlanych
63f2be44ec2561ca0a25eb6d,63e546a08f7e73edc5913876,53.3,16.1,false,Repairs,Ok,false,false,2022-02-09T20:17:18.180Z,true,false,false,[],4,null,Warsztat samochodowy
63f2be47ec2561ca0a25eb6f,63e546a08f7e73edc5913876,53.3,15,false,Shops,Ok,false,false,2022-02-09T20:17:18.376Z,true,false,false,[],5,null,Centrum handlowe
63f2be53ec2561ca0a25eb71,63e546a08f7e73edc5913876,53.5,15.8,false,Constructions,,false,false,2022-02-09T20:17:18.802Z,true,false,false,[],4,null,Skład materiałów budowlanych
63f2be55ec2561ca0a25eb73,63e546a08f7e73edc5913876,53.5,15.9,false,Lodging,,false,false,2022-02-09T20:17:19.023Z,true,false,false,[],4,null,Hotel
63f2be58ec2561ca0a25eb75,63e546a08f7e73edc5913876,53.5,15.8,false,Automotive,,false,false,2022-02-09T20:17:19.215Z,true,false,false,[],4,null,Stacja kontroli pojazdów
63f2be5bec2561ca0a25eb77,63e546a08f7e73edc5913876,53.5,15.8,false,Gastronomy,,false,false,2022-02-09T20:17:19.419Z,true,false,false,[],4,null,Kebab
63f2be5eec2561ca0a25eb79,63e546a08f7e73edc5913876,54.2,16.2,false,Gastronomy,,false,false,2022-02-09T20:17:19.634Z,true,false,false,[],4,null,Kebab
63f2be60ec2561ca0a25eb7b,63e546a08f7e73edc5913876,54.2,16.2,false,Shops,,false,false,2022-02-09T20:17:19.846Z,true,false,false,[],5,null,Centrum handlowe
63f2be65ec2561ca0a25eb7d,63e546a08f7e73edc5913876,53.3,15.9,false,Nature,Super miejsce na odpoczynek,false,false,2022-02-09T20:17:20.199Z,true,false,false,[],5,null,Staw wędkarski
63f2be68ec2561ca0a25eb7f,63e546a08f7e73edc5913876,53.5,15.8,false,Shops,Ok,false,false,2022-02-09T20:17:20.433Z,true,false,false,[],4,null,Supermarket
63f2be6bec2561ca0a25eb81,63e546a08f7e73edc5913876,53.5,15.8,false,Suppliers,Ok,false,false,2022-02-09T20:17:20.642Z,true,false,false,[],4,null,Hurtownia spożywcza
63f2be6eec2561ca0a25eb83,63e546a08f7e73edc5913876,53.5,15.8,false,Shops,Ok,false,false,2022-02-09T20:17:20.861Z,true,false,false,[],5,null,Opakowania
63f2be70ec2561ca0a25eb85,63e546a08f7e73edc5913876,53.5,16,false,Shops,Ok,false,false,2022-02-09T20:17:21.067Z,true,false,false,[],4,null,Centrum handlowe
63f2be73ec2561ca0a25eb87,63e546a08f7e73edc5913876,53.3,16.5,false,Shops,Ok,false,false,2022-02-09T20:17:21.262Z,true,false,false,[],4,null,Supermarket
63f2be7eec2561ca0a25eb89,63e546a08f7e73edc5913876,54.2,15.4,false,Shops,Ok,false,false,2022-02-09T20:17:21.667Z,true,false,false,[],4,null,Dyskont spożywczy
63f2be81ec2561ca0a25eb8b,63e546a08f7e73edc5913876,53.3,16.1,false,Automotive,Ok,false,false,2022-02-09T20:17:21.865Z,true,false,false,[],4,null,Stacja kontroli pojazdów
63f2be83ec2561ca0a25eb8d,63e546a08f7e73edc5913876,,,false,Nature,Ok,false,false,2022-02-09T20:17:49.405Z,true,true,false,[],5,null,Rzeka
63f2be86ec2561ca0a25eb8f,63e546a08f7e73edc5913876,54.2,15.4,false,Leisure,Ok,false,false,2022-02-09T20:17:49.572Z,true,false,false,[],5,null,Plaża
63f2be88ec2561ca0a25eb91,63e546a08f7e73edc5913876,54.2,15.4,false,Gastronomy,Jest pysznie sprawnie smacznie i dużo i cena ok,false,false,2022-02-09T20:17:49.747Z,true,false,false,[],5,null,Bar i grill
63f2be8bec2561ca0a25eb93,63e546a08f7e73edc5913876,52.5,16.9,false,Automotive,Części spełniają wymagania polecam,false,false,2022-02-09T20:17:49.939Z,true,false,false,[],4,null,Złomowanie samochodów
63f2be8eec2561ca0a25eb95,63e546a08f7e73edc5913876,53.5,16,false,Medical,Ok,false,false,2022-02-09T20:17:50.121Z,true,false,false,[],5,null,Weterynarz
63f2be90ec2561ca0a25eb97,63e546a08f7e73edc5913876,53.5,15.9,false,Lodging,Ok,false,false,2022-02-09T20:17:50.306Z,true,false,false,[],4,null,Przystań żeglarska
63f2be93ec2561ca0a25eb99,63e546a08f7e73edc5913876,53.5,16,false,Other services,Ok,false,false,2022-02-09T20:17:50.525Z,true,false,false,[],4,null,Firma telefoniczna
63f2be95ec2561ca0a25eb9b,63e546a08f7e73edc5913876,53.5,15.8,false,Constructions,Ok,false,false,2022-02-09T20:17:50.737Z,true,false,false,[],4,null,Skład materiałów budowlanych
63f2be98ec2561ca0a25eb9d,63e546a08f7e73edc5913876,53.5,15.8,false,Shops,Ok,false,false,2021-02-09T20:17:50.934Z,true,false,false,[],4,null,Centrum handlowe
63f2be9aec2561ca0a25eb9f,63e546a08f7e73edc5913876,53.5,15.8,false,Medical,Ok,false,false,2021-02-09T20:17:51.158Z,true,false,false,[],4,null,Weterynarz
63f2be9dec2561ca0a25eba1,63e546a08f7e73edc5913876,53.3,15.9,false,Other services,Polecam,false,false,2021-02-09T20:17:51.365Z,true,false,false,[],4,null,Salon fryzjerski
63f2bea0ec2561ca0a25eba3,63e546a08f7e73edc5913876,54.2,16.2,false,Constructions,Jest ok,false,false,2021-02-09T20:17:51.550Z,true,false,false,[],4,null,Skład materiałów budowlanych
63f2bea3ec2561ca0a25eba5,63e546a08f7e73edc5913876,53.2,15.4,false,Medical,Polecam,false,false,2021-02-09T20:17:51.765Z,true,false,false,[],5,null,Weterynarz
63f2bea5ec2561ca0a25eba7,63e546a08f7e73edc5913876,54.2,15.6,false,Shops,,false,false,2021-02-09T20:17:51.949Z,true,false,false,[],4,null,Sklep z odzieżą sportową
63f2bea8ec2561ca0a25eba9,63e546a08f7e73edc5913876,53.4,15.4,false,Automotive,,false,false,2021-02-09T20:17:52.183Z,true,false,false,[],3,null,Złomowanie samochodów
63f2beabec2561ca0a25ebab,63e546a08f7e73edc5913876,54.2,16.2,false,Shops,,false,false,2021-02-09T20:17:52.403Z,true,false,false,[],2,null,Sklep dla majsterkowiczów
63f2beaeec2561ca0a25ebad,63e546a08f7e73edc5913876,54.2,15.4,false,Gastronomy,,false,false,2021-02-09T20:17:52.542Z,true,false,false,[],5,null,Restauracja
63f2c35befabb06abe30000a,63e546a08f7e73edc5913876,53.5,15.8,false,Institutions,Ok,false,false,2022-02-09T20:17:21.458Z,true,false,false,[],4,null,Parking
63e2e0d88b0803f03c00bfa9,63e546e28f7e73edc59138c4,53.3,15.9,false,Shops,Byłam w biedronkach w całej Polsce i powiem że tu jest najlepszy wybór nawet jak na takie małe miasteczko. Tylko straszne koleji tak mocno straszne,false,false,2023-01-10T20:18:14.763Z,true,false,false,[],4,null,Dyskont spożywczy
63f2beb0ec2561ca0a25ebaf,63e546e28f7e73edc59138c4,53.3,15.9,false,Shops,Fajnie tylko mały wybór jak na żabkę,false,false,2023-01-10T20:18:14.625Z,true,false,false,[],4,null,Sklep spożywczy
63f2beb6ec2561ca0a25ebb3,63e546e28f7e73edc59138c4,54.4,18.6,false,Lodging,"Najlepszy hostel jaki do tej pory byłam na wycieczce, aż się zdziwiłam XD   Więcej",true,false,2022-12-11T20:18:14.986Z,true,false,false,[],5,null,Hotel
63f2beb8ec2561ca0a25ebb5,63e546e28f7e73edc59138c4,54.4,18.6,false,Gastronomy,"Fajne ziemniaczki, polecam z rodzinką aka klasą   Więcej",true,false,2022-11-11T20:18:15.220Z,true,false,false,[],5,null,Restauracja
63f2bebbec2561ca0a25ebb7,63e546e28f7e73edc59138c4,53.4,14.5,false,Education,Byłam tu na super interesujących wykładach po których wiele się nauczyłam. Na pewno rozważę dalszą naukę tutaj c:,false,false,2022-11-11T20:18:15.407Z,true,false,false,[],5,null,Uczelnia
63e2e0d98b0803f03c00bff7,63e546f98f7e73edc59138cb,53.3,15.9,false,Shops,Super bardzo miła obsługa,false,false,2022-12-11T20:18:44.178Z,true,false,false,[],5,null,Dyskont spożywczy
63f2bec6ec2561ca0a25ebb9,63e546f98f7e73edc59138cb,52.4,14.8,false,Transport,Super,false,false,2023-02-02T20:18:43.804Z,true,false,false,[],5,null,Stacja paliw
63f2bec9ec2561ca0a25ebbb,63e546f98f7e73edc59138cb,54.2,17.9,false,Leisure,Super,false,false,2023-02-02T20:18:44.041Z,true,false,false,[],5,null,Muzeum
63f2beceec2561ca0a25ebbf,63e546f98f7e73edc59138cb,52.6,14.6,false,Shops,Super tylko ze bar zamknięty narazie,false,false,2022-12-11T20:18:44.382Z,true,false,false,[],5,null,Sklep
63f2bed0ec2561ca0a25ebc1,63e546f98f7e73edc59138cb,53.4,14.6,false,Other services,Super,false,false,2022-11-11T20:18:44.563Z,true,false,false,[],5,null,Prace na wysokościach
63f2bed3ec2561ca0a25ebc3,63e546f98f7e73edc59138cb,54.6,18.5,false,Other services,Szybkie załadunku i miła obsługa,false,false,2022-11-11T20:18:44.745Z,true,false,false,[],5,null,Zarządzanie odpadami
63f2bed6ec2561ca0a25ebc5,63e546f98f7e73edc59138cb,53.9,18.3,true,Constructions,Super,false,false,2022-11-11T20:18:44.932Z,true,false,false,[],5,"Odpowiedź właściciela 3 miesiące temu    Dzień dobry! Cieszymy się, że mogliśmy pomóc! Pozdrawiamy, *** ******",Skład materiałów budowlanych
63f2bed9ec2561ca0a25ebc7,63e546f98f7e73edc59138cb,54.1,18,false,Shops,Super,false,false,2022-11-11T20:18:45.123Z,true,false,false,[],5,null,Sklep spożywczy
63f2bedcec2561ca0a25ebc9,63e546f98f7e73edc59138cb,52.9,16.9,false,Transport,Super,false,false,2022-11-11T20:18:45.303Z,true,false,false,[],5,null,Stacja paliw
63f2bedeec2561ca0a25ebcb,63e546f98f7e73edc59138cb,53.3,15.1,false,Transport,Super,false,false,2022-11-11T20:18:45.495Z,true,false,false,[],5,null,Stacja paliw
63f2bee1ec2561ca0a25ebcd,63e546f98f7e73edc59138cb,53.5,21,false,Transport,Super,false,false,2022-11-11T20:18:45.671Z,true,false,false,[],5,null,Stacja paliw
63f2bee4ec2561ca0a25ebcf,63e546f98f7e73edc59138cb,52.4,16.9,false,Shops,Super,false,false,2022-11-11T20:18:45.852Z,true,false,false,[],5,null,Dyskont spożywczy
63f2bee6ec2561ca0a25ebd1,63e546f98f7e73edc59138cb,53.8,15,false,Transport,Super,false,false,2022-11-11T20:18:46.036Z,true,false,false,[],5,null,Stacja paliw
63f2bee9ec2561ca0a25ebd3,63e546f98f7e73edc59138cb,53.8,18.8,false,Lodging,Super   Więcej,true,false,2022-11-11T20:18:46.229Z,true,false,false,[],5,null,Hotel
63f2beecec2561ca0a25ebd5,63e546f98f7e73edc59138cb,54.1,18,false,Education,Super. Polecam,false,false,2022-11-11T20:18:46.448Z,true,false,false,[],5,null,Szkoła nauki jazdy
63f2beefec2561ca0a25ebd7,63e546f98f7e73edc59138cb,54.2,18,false,Gastronomy,Super. Mila obsługa I jedzenie pyszne,false,false,2022-10-12T20:18:46.673Z,true,false,false,[],5,null,Restauracja
63f2bef2ec2561ca0a25ebd9,63e546f98f7e73edc59138cb,54,18.2,false,Shops,Fajne miejsce na szybkie zakupy,false,false,2022-10-12T20:18:46.867Z,true,false,false,[],5,null,Dyskont spożywczy
63f2bef5ec2561ca0a25ebdb,63e546f98f7e73edc59138cb,54.1,18,false,Automotive,Fajna myjnia,false,false,2022-10-12T20:18:47.055Z,true,false,false,[],5,null,Myjnia samochodowa
63f2bef7ec2561ca0a25ebdd,63e546f98f7e73edc59138cb,54,18.5,false,Shops,Super,false,false,2022-10-12T20:18:47.254Z,true,false,false,[],5,null,Dyskont
63f2befaec2561ca0a25ebdf,63e546f98f7e73edc59138cb,53.6,17.9,false,Transport,Super,false,false,2022-10-12T20:18:47.443Z,true,false,false,[],5,null,Stacja paliw
63f2befdec2561ca0a25ebe1,63e546f98f7e73edc59138cb,54.7,17.5,false,Suppliers,Super,false,false,2022-10-12T20:18:47.641Z,true,false,false,[],5,null,Producent
63f2bf00ec2561ca0a25ebe3,63e546f98f7e73edc59138cb,54.1,18,false,Gastronomy,W miarę ok tylko frytki były nie dopieczone   Więcej,true,false,2022-10-12T20:18:47.912Z,true,false,false,[],4,null,Kebab
63f2bf03ec2561ca0a25ebe5,63e546f98f7e73edc59138cb,54.1,18,false,Shops,Super,false,false,2022-10-12T20:18:48.115Z,true,false,false,[],5,null,Sklep spożywczy
63f2bf0eec2561ca0a25ebe7,63e546f98f7e73edc59138cb,54.1,17.8,false,Gastronomy,W miarę ok   Więcej,true,false,2022-10-12T20:18:48.497Z,true,false,false,[],4,null,Restauracja
63f2bf11ec2561ca0a25ebe9,63e546f98f7e73edc59138cb,53.1,17,false,Gastronomy,Super. Bardzo pyszne jedzonko i duże porcje które ciężko zjeść,false,false,2022-10-12T20:18:48.678Z,true,false,false,[],5,null,Bar
63f2bf13ec2561ca0a25ebeb,63e546f98f7e73edc59138cb,53.9,18.2,false,Gastronomy,Super   Więcej,true,false,2022-09-12T20:18:48.869Z,true,false,false,[],5,null,Fast food
63f2bf16ec2561ca0a25ebed,63e546f98f7e73edc59138cb,53.9,15.6,false,Other services,Super,false,false,2022-09-12T20:18:49.055Z,true,false,false,[],5,null,Zarządzanie odpadami
63f2bf19ec2561ca0a25ebef,63e546f98f7e73edc59138cb,52.2,18.2,false,Transport,Super,false,false,2022-09-12T20:18:49.262Z,true,false,false,[],5,null,Stacja paliw
63f2bf1bec2561ca0a25ebf1,63e546f98f7e73edc59138cb,51.7,19.4,false,Transport,Super,false,false,2022-09-12T20:18:49.465Z,true,false,false,[],5,null,Usługa transportowa
63f2bf1eec2561ca0a25ebf3,63e546f98f7e73edc59138cb,54.2,18.5,false,Transport,Super,false,false,2022-09-12T20:18:49.659Z,true,false,false,[],5,null,Stacja paliw
63f2bf21ec2561ca0a25ebf5,63e546f98f7e73edc59138cb,54.1,18.1,false,Shops,Super,false,false,2022-09-12T20:18:49.849Z,true,false,false,[],5,null,Sklep spożywczy
63f2bf23ec2561ca0a25ebf7,63e546f98f7e73edc59138cb,54,18.5,false,Shops,Super,false,false,2022-09-12T20:18:50.042Z,true,false,false,[],5,null,Sklep dla majsterkowiczów
63f2bf2eec2561ca0a25ebf9,63e546f98f7e73edc59138cb,53.5,18.1,false,Gastronomy,Super.  bardzo miła obsługa I jedzenie tez pyszne   Więcej,true,false,2022-08-13T20:18:50.413Z,true,false,false,[],5,null,Restauracja
63f2bf31ec2561ca0a25ebfb,63e546f98f7e73edc59138cb,54,18.2,false,Constructions,Fajne miejsce,false,false,2022-08-13T20:18:50.606Z,true,false,false,[],5,null,Skład materiałów budowlanych
63f2bf34ec2561ca0a25ebfd,63e546f98f7e73edc59138cb,54,18.5,false,Shops,Fajne miejsce na zakupy,false,false,2022-08-13T20:18:50.803Z,true,false,false,[],5,null,Centrum handlowe
63f2bf37ec2561ca0a25ebff,63e546f98f7e73edc59138cb,52.4,14.7,false,Repairs,Super,false,false,2022-07-14T20:18:50.982Z,true,false,false,[],5,null,Zakład utylizacji odpadów
63f2bf3cec2561ca0a25ec01,63e546f98f7e73edc59138cb,54.2,17.5,false,Transport,Super,false,false,2022-07-14T20:18:51.369Z,true,false,false,[],5,null,Stacja paliw
63f2bf3eec2561ca0a25ec03,63e546f98f7e73edc59138cb,52.5,14.8,false,Shops,Super,false,false,2022-07-14T20:18:51.602Z,true,false,false,[],5,null,Sklep spożywczy
63f2bf41ec2561ca0a25ec05,63e546f98f7e73edc59138cb,53.5,16,false,Transport,Super,false,false,2022-07-14T20:18:51.776Z,true,false,false,[],5,null,Stacja paliw
63f2bf4cec2561ca0a25ec07,63e546f98f7e73edc59138cb,53.4,18.3,false,Automotive,Super,false,false,2022-07-14T20:18:52.175Z,true,false,false,[],5,null,Dystrybutor stali
63f2bf4fec2561ca0a25ec09,63e546f98f7e73edc59138cb,53.6,15.5,false,Other services,Super,false,false,2022-07-14T20:18:52.356Z,true,false,false,[],5,null,Siedziba firmy
63f2bf52ec2561ca0a25ec0b,63e546f98f7e73edc59138cb,54.3,18.5,false,Gastronomy,Super   Więcej,true,false,2022-06-14T20:18:52.547Z,true,false,false,[],5,null,Pizzeria
63f2bf55ec2561ca0a25ec0d,63e546f98f7e73edc59138cb,54.1,16.9,false,Constructions,Super,false,false,2022-06-14T20:18:52.730Z,true,false,false,[],5,null,Materiały drewniane
63f2bf58ec2561ca0a25ec0f,63e546f98f7e73edc59138cb,53.1,18.1,false,Automotive,Super,false,false,2022-06-14T20:18:52.919Z,true,false,false,[],5,null,Sklep samochodowy
63f2bf5bec2561ca0a25ec11,63e546f98f7e73edc59138cb,53.6,17.9,false,Sacral and Monuments,Super,false,false,2022-06-14T20:18:53.126Z,true,false,false,[],5,null,Cmentarz
63f2bf5eec2561ca0a25ec13,63e546f98f7e73edc59138cb,53.3,17.9,false,Transport,Super,false,false,2022-06-14T20:18:53.306Z,true,false,false,[],5,null,Stacja paliw
63f2bf61ec2561ca0a25ec15,63e546f98f7e73edc59138cb,53.9,18.3,false,Shops,Super,false,false,2022-06-14T20:18:53.493Z,true,false,false,[],5,null,Sklep spożywczy
63f2bf64ec2561ca0a25ec17,63e546f98f7e73edc59138cb,53.1,14.7,false,Repairs,Super bardzo miła i rzetelna obsługa,false,false,2022-06-14T20:18:53.692Z,true,false,false,[],5,null,Mechanik samochodowy
63f2bf67ec2561ca0a25ec19,63e546f98f7e73edc59138cb,52.1,18.6,false,Transport,Super,false,false,2022-06-14T20:18:53.879Z,true,false,false,[],5,null,Punkt obsługi podróżnych
63f2bf6aec2561ca0a25ec1b,63e546f98f7e73edc59138cb,52.1,18.4,false,Transport,Super,false,false,2022-06-14T20:18:54.091Z,true,false,false,[],5,null,Stacja paliw
63f2bf6cec2561ca0a25ec1d,63e546f98f7e73edc59138cb,51.4,21.6,false,Automotive,Super,false,false,2022-06-14T20:18:54.282Z,true,false,false,[],5,null,Rynek części samochodowych
63f2bf6fec2561ca0a25ec1f,63e546f98f7e73edc59138cb,54.1,17.8,false,Gastronomy,Ogólnie jedzenie bardzo dobre i bardzo miła obsługa tylko trzeba długo czekać   Więcej,true,false,2022-06-14T20:18:54.484Z,true,false,false,[],5,null,Restauracja
63f2bf71ec2561ca0a25ec21,63e546f98f7e73edc59138cb,54.6,17.9,false,Other services,Super,false,false,2022-06-14T20:18:54.669Z,true,false,false,[],5,null,Tartak
63f2bf75ec2561ca0a25ec23,63e546f98f7e73edc59138cb,54.2,18,false,Gastronomy,Super   Więcej,true,false,2022-06-14T20:18:54.879Z,true,false,false,[],5,null,Pizzeria
63f2bf77ec2561ca0a25ec25,63e546f98f7e73edc59138cb,53.1,17.9,false,Constructions,Super,false,false,2022-06-14T20:18:55.067Z,true,false,false,[],5,null,Rusztowania
63f2bf7cec2561ca0a25ec27,63e546f98f7e73edc59138cb,53.1,14.7,false,Other services,Super,false,false,2022-06-14T20:18:55.741Z,true,false,false,[],5,null,Magazyn
63f2bf7eec2561ca0a25ec29,63e546f98f7e73edc59138cb,54.3,18.7,false,Other services,Super,false,false,2022-05-15T20:18:55.955Z,true,false,false,[],5,null,Siedziba firmy
63f2bf81ec2561ca0a25ec2b,63e546f98f7e73edc59138cb,53.3,18.5,false,Gastronomy,Super,false,false,2022-05-15T20:18:56.140Z,true,false,false,[],5,null,Restauracja
63f2bf84ec2561ca0a25ec2d,63e546f98f7e73edc59138cb,54.1,18,false,Shops,Super,false,false,2022-05-15T20:18:56.330Z,true,false,false,[],5,null,Sklep spożywczy
63f2bf87ec2561ca0a25ec2f,63e546f98f7e73edc59138cb,53.1,13.6,false,Shops,Super,false,false,2022-05-15T20:18:56.512Z,true,false,true,[],5,null,Sklep z drewnem
63f2bf8aec2561ca0a25ec31,63e546f98f7e73edc59138cb,54,18,false,Gastronomy,Super. Pyszne jedzenie szczególnie pierogi,false,false,2022-05-15T20:18:56.727Z,true,false,false,[],5,null,Bar
63f2bf8dec2561ca0a25ec33,63e546f98f7e73edc59138cb,54.5,18.5,false,Repairs,Super. Tylko czasami trzeba czekać za zaladunkiem,false,false,2022-05-15T20:18:56.914Z,true,false,false,[],5,null,Zakład utylizacji odpadów
63f2bf90ec2561ca0a25ec35,63e546f98f7e73edc59138cb,52.9,15,false,Transport,Super,false,false,2022-04-15T20:18:57.122Z,true,false,false,[],5,null,Stacja paliw
63f2bf9bec2561ca0a25ec37,63e546f98f7e73edc59138cb,52.2,21,false,Leisure,Super,false,false,2022-04-15T20:18:57.528Z,true,false,false,[],5,null,Stadion
